modified Zurich class_E,activity,spot distribution_I,spot distribution_X,modified Zurich class_H,historically-complex,area,modified Zurich class_F,previous 24 hour flare activity,became complex on this pass,modified Zurich class_D,spot distribution_O,modified Zurich class_C,area of largest spot,common flares
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
1.0,2.3752617261606055,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,0.9716646658302083
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,1.0,0.0,0.0,1.234648251949101,-0.1630594459306002,1.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,0.9716646658302083
0.0,2.3752617261606055,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,0.0,0.0,-0.46146182576721934,0.9716646658302083
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,1.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,1.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,-2.8729868213651697,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,-2.8729868213651697,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,4.736035970030386,0.34781922776818025,0.0,1.0,1.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,1.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,0.0,0.0,-0.46146182576721934,0.9716646658302083
0.0,-0.42070313624370054,1.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,-2.8729868213651697,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,4.736035970030386,0.34781922776818025,0.0,0.0,0.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,0.9716646658302083
0.0,-0.42070313624370054,1.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,1.0,-0.46146182576721934,0.9716646658302083
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,1.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,2.3752617261606055,1.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,0.0,0.0,-0.46146182576721934,0.9716646658302083
0.0,-0.42070313624370054,1.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,1.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,-2.8729868213651697,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,0.9716646658302083
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,-2.8729868213651697,0.0,0.0,0.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,1.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,2.3752617261606055,0.0,1.0,1.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
1.0,2.3752617261606055,0.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,1.234648251949101,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,-2.8729868213651697,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,1.0,1.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,2.165466354522402,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,0.0,0.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,1.0,1.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
0.0,-0.42070313624370054,0.0,1.0,1.0,-0.8093641699308767,-0.1630594459306002,0.0,-0.22314530578733416,0.34781922776818025,0.0,0.0,0.0,-0.46146182576721934,-0.3437760952206292
